OA11CD,LSOA11CD
E00050597,E01010002
E00050321,E01009948
E00050534,E01032887
E00052385,E01010374
E00050374,E01009957
E00050385,E01009952
E00050304,E01009941
E00052304,E01010353
E00050765,E01010030
E00050863,E01010057
E00050588,E01010001
E00052458,E01010386
E00052414,E01010382
E00052503,E01010396
E00052564,E01010409
E00052197,E01010331
E00052116,E01010316
E00051827,E01010256
E00052066,E01010303
E00052146,E01010325
E00051909,E01010275
E00051988,E01010285
E00052217,E01010327
E00052296,E01010348
E00052175,E01010323
E00052342,E01010363
E00052272,E01010351
E00051925,E01010269
E00052171,E01010323
E00052047,E01010293
E00051968,E01010287
E00052320,E01010355
E00052068,E01010304
E00052373,E01010369
E00052561,E01010408
E00052441,E01010382
E00052460,E01010387
E00052550,E01010405
E00052528,E01010397
E00051901,E01010271
E00051830,E01010249
E00051980,E01010290
E00051815,E01010252
E00051894,E01010271
E00052309,E01010351
E00052388,E01010375
E00052255,E01010342
E00052071,E01010303
E00051811,E01010252
E00051890,E01010273
E00052134,E01010313
E00172147,E01032533
E00050812,E01010046
E00050660,E01010017
E00050471,E01009979
E00052523,E01010398
E00168235,E01010057
E00050663,E01010017
E00050439,E01009975
E00050538,E01032887
E00051059,E01010097
E00050587,E01009999
E00050506,E01009985
E00050841,E01010048
E00050810,E01010044
E00168226,E01009952
E00050771,E01010043
E00050465,E01009977
E00050770,E01010033
E00050720,E01010024
E00050773,E01010045
E00050437,E01009968
E00050971,E01010084
E00050740,E01010035
E00050746,E01010037
E00050731,E01010035
E00050236,E01009930
E00050734,E01010031
E00050427,E01009968
E00050737,E01010034
E00050919,E01010066
E00050998,E01010087
E00050717,E01010028
E00050796,E01010042
E00050222,E01009921
E00051091,E01010104
E00051010,E01010090
E00050858,E01010055
E00050893,E01010062
E00050419,E01009965
E00050804,E01010043
E00050490,E01009978
E00050885,E01010063
E00050411,E01009966
E00050677,E01010020
E00050877,E01010060
E00050330,E01009949
E00050934,E01010072
E00050612,E01010006
E00050478,E01009981
E00050558,E01009992
E00168233,E01009973
E00050840,E01010047
E00050605,E01010005
E00050642,E01010014
E00050684,E01010021
E00050560,E01009994
E00050354,E01009958
E00168207,E01010074
E00050979,E01010080
E00052507,E01010393
E00051857,E01010266
E00052341,E01010363
E00052293,E01010348
E00052574,E01010401
E00051762,E01010248
E00052212,E01010333
E00052577,E01010404
E00052335,E01010357
E00052064,E01010307
E00051840,E01010250
E00052426,E01010383
E00168245,E01010368
E00051911,E01010274
E00052029,E01010293
E00051990,E01010285
E00052570,E01010403
E00051861,E01010259
E00052149,E01010318
E00051769,E01010247
E00051935,E01032888
E00052233,E01010336
E00052138,E01010321
E00052566,E01010402
E00052339,E01010360
E00052225,E01010336
E00052184,E01010329
E00049347,E01009753
E00049268,E01009732
E00049561,E01009791
E00050052,E01009887
E00050111,E01009908
E00049544,E01009794
E00171360,E01009871
E00049558,E01009792
E00049805,E01009845
E00049884,E01009857
E00049931,E01009861
E00049472,E01009772
E00049651,E01009809
E00049459,E01009778
E00049436,E01009769
E00050122,E01009904
E00051042,E01010096
E00049058,E01009692
E00048974,E01009676
E00048708,E01009632
E00048619,E01032537
E00049147,E01009718
E00048698,E01009622
E00048860,E01009656
E00051019,E01010090
E00048789,E01009642
E00048709,E01009632
E00048949,E01033058
E00048823,E01009646
E00048304,E01032527
E00048264,E01009543
E00048385,E01009562
E00048750,E01009632
E00049042,E01009686
E00048617,E01032537
E00049158,E01009709
E00048696,E01009623
E00049047,E01009686
E00048544,E01032587
E00049032,E01009686
E00172213,E01009638
E00048769,E01009638
E00048481,E01009579
E00048259,E01009540
E00048400,E01009558
E00048854,E01009645
E00049039,E01009685
E00048670,E01009616
E00048671,E01009617
E00048832,E01009650
E00048250,E01009524
E00048566,E01009588
E00172186,E01009543
E00172158,E01032587
E00048427,E01009569
E00048570,E01009598
E00048746,E01009629
E00050650,E01010007
E00168227,E01009931
E00050709,E01010025
E00050345,E01009956
E00050416,E01009963
E00050497,E01009977
E00050615,E01010006
E00050694,E01010023
E00051070,E01010100
E00050769,E01010032
E00168238,E01010037
E00050586,E01010001
E00050494,E01009977
E00050315,E01009947
E00050394,E01009963
E00050452,E01009969
E00050927,E01010071
E00051064,E01010097
E00050189,E01009928
E00050243,E01009929
E00050277,E01009944
E00050242,E01009931
E00050523,E01009989
E00050455,E01009972
E00050861,E01010057
E00168232,E01009973
E00050396,E01009967
E00050317,E01009947
E00050991,E01010081
E00050910,E01010075
E00050261,E01009934
E00050364,E01009954
E00050591,E01010001
E00050436,E01009968
E00168221,E01009980
E00051097,E01010107
E00050409,E01009962
E00050488,E01009983
E00050672,E01010019
E00050738,E01010035
E00051028,E01010087
E00050398,E01009967
E00050319,E01009947
E00050284,E01009938
E00050205,E01009927
E00050835,E01010047
E00050941,E01010074
E00050240,E01009930
E00050483,E01009982
E00050402,E01009967
E00050528,E01032887
E00050989,E01010079
E00050267,E01009941
E00050389,E01009967
E00050308,E01009949
E00050406,E01009960
E00050232,E01009936
E00050509,E01009985
E00050372,E01009955
E00050545,E01009997
E00050204,E01009922
E00050285,E01009937
E00052113,E01010316
E00050413,E01009965
E00052156,E01010317
E00050492,E01009978
E00050582,E01010000
E00052524,E01010400
E00052192,E01010332
E00052429,E01010383
E00052427,E01010377
E00052432,E01010376
E00052063,E01010307
E00052135,E01010320
E00052026,E01010298
E00052413,E01010381
E00052546,E01010406
E00052492,E01010385
E00052268,E01010353
E00168270,E01010315
E00052012,E01010292
E00052274,E01010345
E00168247,E01010375
E00052311,E01010358
E00052080,E01010302
E00052001,E01010289
E00052258,E01010342
E00052250,E01010340
E00052359,E01010367
E00168265,E01010406
E00052420,E01010381
E00052166,E01010319
E00052093,E01010302
E00052467,E01010389
E00052338,E01010360
E00051784,E01010242
E00052555,E01010406
E00050435,E01009975
E00050535,E01009987
E00050547,E01009991
E00051098,E01010101
E00050344,E01009958
E00050721,E01010022
E00050589,E01010001
E00050395,E01009967
E00050314,E01009946
E00050955,E01010066
E00050785,E01010042
E00050215,E01009925
E00050704,E01010026
E00051077,E01010101
E00050820,E01010050
E00050294,E01009940
E00050322,E01009948
E00050570,E01009996
E00050628,E01010007
E00050809,E01010045
E00050639,E01010014
E00050623,E01010010
E00050728,E01010023
E00050253,E01009932
E00050833,E01010048
E00050475,E01009979
E00050270,E01009944
E00050687,E01010016
E00050606,E01010005
E00050367,E01009956
E00050444,E01009971
E00050363,E01009954
E00050335,E01009950
E00050649,E01010013
E00050626,E01010010
E00050536,E01032887
E00051049,E01010095
E00051050,E01010094
E00050464,E01009978
E00050723,E01010023
E00050468,E01009979
E00050336,E01032592
E00050238,E01009929
E00052548,E01010406
E00049792,E01009841
E00050068,E01009901
E00049318,E01009754
E00049399,E01009766
E00049246,E01009738
E00050146,E01009918
E00171356,E01009721
E00049832,E01009845
E00049930,E01009868
E00049454,E01009778
E00049667,E01009818
E00049994,E01009885
E00049915,E01009866
E00049949,E01009875
E00049860,E01009854
E00049287,E01009743
E00049206,E01009730
E00049259,E01009733
E00049545,E01009796
E00049183,E01009727
E00049882,E01009858
E00049803,E01009839
E00049746,E01009838
E00050046,E01009892
E00049729,E01009824
E00049713,E01009827
E00050070,E01009901
E00049473,E01009775
E00049531,E01009782
E00049743,E01009837
E00049576,E01009794
E00050072,E01009902
E00049716,E01009830
E00049797,E01009840
E00049715,E01009826
E00049794,E01009842
E00049762,E01009836
E00049790,E01009842
E00049711,E01009829
E00049760,E01009832
E00049997,E01009886
E00049916,E01009867
E00171359,E01009871
E00051847,E01010258
E00049499,E01009781
E00050512,E01009987
E00050357,E01009959
E00050185,E01009928
E00051001,E01010089
E00051080,E01010103
E00050375,E01009956
E00050477,E01009981
E00051024,E01010087
E00050239,E01009930
E00050777,E01010038
E00050627,E01010008
E00050445,E01009971
E00050549,E01009991
E00050944,E01010076
E00050458,E01009969
E00051057,E01010096
E00050423,E01009969
E00050513,E01009985
E00050329,E01009949
E00050680,E01010021
E00050601,E01010002
E00050592,E01010003
E00050383,E01009956
E00050302,E01009940
E00051055,E01010096
E00050530,E01032887
E00050541,E01009991
E00051051,E01010093
E00050405,E01009960
E00050484,E01009982
E00050283,E01009944
E00050287,E01009938
E00050206,E01009923
E00051038,E01010098
E00050722,E01010024
E00050250,E01009931
E00050202,E01009923
E00050832,E01010053
E00050543,E01009998
E00050772,E01010040
E00051103,E01010102
E00050836,E01010047
E00050373,E01009953
E00050635,E01010013
E00050870,E01010056
E00051040,E01010094
E00165818,E01032592
E00050546,E01009997
E00050249,E01009932
E00050954,E01010068
E00050808,E01010044
E00050889,E01010061
E00050608,E01010004
E00050334,E01032592
E00051082,E01010104
E00051003,E01010088
E00050983,E01010080
E00050902,E01010064
E00051071,E01010100
E00050990,E01010079
E00050911,E01010075
E00050254,E01009933
E00050393,E01009963
E00050312,E01009947
E00050251,E01009931
E00050824,E01010051
E00050689,E01010016
E00168210,E01009976
E00050476,E01009981
E00050320,E01009948
E00050845,E01010059
E00050851,E01010054
E00050248,E01009931
E00050404,E01009962
E00050485,E01009982
E00050278,E01009942
E00050269,E01009943
E00050428,E01009974
E00050675,E01010019
E00050575,E01009998
E00168225,E01010069
E00050632,E01010011
E00050676,E01010020
E00050976,E01010077
E00050959,E01010082
E00051066,E01010098
E00051062,E01010097
E00050969,E01010084
E00050323,E01009951
E00050460,E01009972
E00051101,E01010105
E00050768,E01010032
E00168234,E01010046
E00051023,E01010086
E00050263,E01009935
E00050347,E01009954
E00050651,E01010013
E00168229,E01010100
E00050873,E01010058
E00050331,E01009951
E00050473,E01009979
E00050874,E01010060
E00050867,E01010060
E00050922,E01010070
E00050306,E01009951
E00050617,E01010004
E00050696,E01010024
E00051058,E01010096
E00050668,E01010018
E00050387,E01009963
E00050658,E01010016
E00050192,E01009922
E00050593,E01010004
E00050196,E01009926
E00050982,E01010077
E00050903,E01010068
E00050470,E01009980
E00168208,E01010074
E00050223,E01009921
E00050693,E01010022
E00050224,E01009934
E00050548,E01009991
E00050674,E01010019
E00050440,E01009974
E00050779,E01010039
E00050937,E01010073
E00050859,E01010057
E00050273,E01009942
E00050358,E01009959
E00050434,E01009968
E00050408,E01009962
E00050489,E01009983
E00050260,E01009933
E00050960,E01010081
E00050637,E01010012
E00050451,E01009972
E00050274,E01009942
E00050219,E01009925
E00051033,E01010085
E00050581,E01009999
E00050298,E01009939
E00050670,E01010018
E00050426,E01009975
E00051026,E01010086
E00050997,E01010086
E00050916,E01010071
E00051027,E01010085
E00050758,E01010029
E00050255,E01009933
E00051078,E01010101
E00050762,E01010032
E00050763,E01010033
E00050420,E01009964
E00168237,E01009987
E00050685,E01010020
E00050604,E01010003
E00050265,E01009935
E00050855,E01010056
E00050755,E01010030
E00168224,E01010069
E00050325,E01009948
E00050807,E01010045
E00050886,E01010065
E00050926,E01010071
E00050678,E01010021
E00051025,E01010086
E00050301,E01009940
E00050380,E01009953
E00050562,E01009995
E00051000,E01010089
E00051081,E01010103
E00050757,E01010030
E00050645,E01010009
E00050518,E01009988
E00050599,E01010003
E00050846,E01010059
E00050297,E01009937
E00050272,E01009943
E00050764,E01010033
E00051061,E01010097
E00051104,E01010102
E00050638,E01010008
E00168205,E01010065
E00051036,E01010100
E00051093,E01010104
E00051012,E01010085
E00050610,E01010002
E00050691,E01010016
E00050244,E01009929
E00050271,E01009941
E00051048,E01010095
E00050972,E01010083
E00050532,E01032887
E00050341,E01009951
E00051776,E01010247
E00050392,E01009965
E00168214,E01009976
E00050514,E01009986
E00050595,E01010005
E00050805,E01010044
E00050884,E01010062
E00051007,E01010091
E00051086,E01010104
E00051031,E01010088
E00050462,E01009974
E00050268,E01009941
E00050466,E01009976
E00050544,E01009997
E00050864,E01010058
E00050843,E01010049
E00050225,E01009934
E00050226,E01009932
E00051067,E01010098
E00050754,E01010029
E00051016,E01010090
E00050503,E01009979
E00050664,E01010015
E00050736,E01010036
E00050305,E01009941
E00051785,E01010241
E00052510,E01010393
E00052129,E01010311
E00051920,E01010270
E00050313,E01009946
E00051962,E01010279
E00052470,E01010387
E00052167,E01010321
E00052009,E01010295
E00168257,E01010368
E00052202,E01010332
E00052283,E01010349
E00052538,E01010401
E00052132,E01010310
E00052572,E01010404
E00051823,E01010253
E00052179,E01010322
E00052437,E01010379
E00052466,E01010390
E00051013,E01010092
E00050333,E01009949
E00050210,E01009924
E00050291,E01009938
E00050647,E01010008
E00052005,E01010293
E00052088,E01010306
E00051860,E01010266
E00052154,E01010318
E00052573,E01010402
E00052220,E01010329
E00052091,E01010302
E00052010,E01010295
E00052141,E01010324
E00052434,E01010376
E00051995,E01010286
E00052333,E01010358
E00052447,E01010381
E00051972,E01010288
E00051914,E01010268
E00051948,E01032889
E00052465,E01010387
E00052150,E01010325
E00052337,E01010360
E00052035,E01010299
E00051079,E01010101
E00051045,E01010093
E00052357,E01010366
E00052557,E01010407
E00051991,E01010285
E00052328,E01010357
E00052504,E01010400
E00051905,E01010271
E00051984,E01010290
E00052448,E01010382
E00051910,E01010275
E00052188,E01010328
E00051898,E01010271
E00051819,E01010254
E00050936,E01010072
E00168212,E01009976
E00050525,E01009989
E00050493,E01009983
E00050412,E01009966
E00051092,E01010106
E00168220,E01010018
E00050894,E01010063
E00050981,E01010077
E00050900,E01010062
E00168209,E01009976
E00050742,E01010034
E00050526,E01009988
E00050986,E01010080
E00050907,E01010073
E00050730,E01010033
E00050553,E01009993
E00050480,E01009981
E00052361,E01010365
E00051880,E01010264
E00052456,E01010384
E00168261,E01010391
E00051778,E01010248
E00168256,E01010371
E00051924,E01010270
E00050447,E01009970
E00050401,E01009960
E00050369,E01009955
E00050569,E01009995
E00050456,E01009971
E00050258,E01009933
E00051020,E01010092
E00168211,E01009976
E00050673,E01010019
E00050724,E01010024
E00050669,E01010017
E00050830,E01010053
E00050417,E01009966
E00050442,E01009970
E00050496,E01009978
E00050766,E01010032
E00050965,E01010078
E00050829,E01010052
E00050414,E01009964
E00050495,E01009977
E00050228,E01009935
E00050816,E01010051
E00050897,E01010062
E00050449,E01009972
E00050246,E01009929
E00050871,E01010058
E00050220,E01009925
E00051060,E01010098
E00050469,E01009980
E00050252,E01009932
E00050572,E01009996
E00050353,E01009959
E00050962,E01010083
E00050667,E01010017
E00050753,E01010037
E00050659,E01010015
E00050186,E01009926
E00050618,E01009999
E00050699,E01010022
E00050666,E01010017
E00051029,E01010087
E00050662,E01010018
E00050368,E01009955
E00050295,E01009939
E00050214,E01009924
E00050839,E01010049
E00050968,E01010083
E00050838,E01010048
E00050282,E01009944
E00050203,E01009927
E00050565,E01009994
E00050850,E01010056
E00050655,E01010007
E00050554,E01009993
E00050952,E01010066
E00050262,E01009934
E00050307,E01009949
E00050386,E01009964
E00050624,E01010007
E00050750,E01010030
E00050382,E01009953
E00050349,E01009957
E00050303,E01009940
E00050729,E01010029
E00050361,E01009959
E00050557,E01009992
E00050876,E01010059
E00052288,E01010349
E00052463,E01010390
E00052037,E01010300
E00052302,E01010354
E00052321,E01010355
E00051810,E01010250
E00051891,E01010273
E00052040,E01010300
E00052374,E01010369
E00052260,E01010344
E00052209,E01010333
E00052539,E01010401
E00052229,E01010341
E00050221,E01009928
E00050925,E01010067
E00051043,E01010095
E00050472,E01009981
E00050275,E01009943
E00050681,E01010021
E00050600,E01010002
E00050847,E01010058
E00051107,E01010101
E00050854,E01010055
E00050827,E01010052
E00050882,E01010061
E00050803,E01010043
E00050852,E01010054
E00050654,E01010009
E00051035,E01010097
E00050643,E01010012
E00050743,E01010036
E00050856,E01010055
E00050482,E01009977
E00050403,E01009960
E00050940,E01010074
E00050652,E01010009
E00050853,E01010054
E00050342,E01032592
E00050739,E01010036
E00051044,E01010095
E00051002,E01010085
E00051083,E01010103
E00050550,E01009991
E00168236,E01009988
E00050613,E01010006
E00050692,E01010028
E00050574,E01009996
E00050237,E01009930
E00050631,E01010012
E00050614,E01010004
E00050695,E01010023
E00050964,E01010083
E00050745,E01010031
E00050781,E01010040
E00050700,E01010025
E00050648,E01010008
E00050831,E01010053
E00050869,E01010060
E00050266,E01009935
E00050948,E01010076
E00051090,E01010103
E00050327,E01009951
E00051011,E01010089
E00050479,E01009981
E00051106,E01010102
E00050825,E01010053
E00050559,E01009994
E00050970,E01010079
E00050390,E01009961
E00050311,E01009946
E00050356,E01009958
E00050279,E01009943
E00168230,E01010100
E00051102,E01010107
E00050366,E01009959
E00050400,E01009960
E00050481,E01009982
E00050343,E01009950
E00050928,E01010071
E00050577,E01009998
E00051073,E01010099
E00050679,E01010021
E00168223,E01009980
E00050290,E01009937
E00050879,E01010058
E00050211,E01009924
E00050352,E01009958
E00168219,E01010018
E00168206,E01010074
E00051006,E01010090
E00051087,E01010103
E00050951,E01010075
E00051030,E01010086
E00050942,E01010074
E00050733,E01010034
E00050688,E01010015
E00050788,E01010041
E00050609,E01010004
E00050793,E01010038
E00050712,E01010025
E00051052,E01010093
E00050946,E01010076
E00050378,E01009956
E00050616,E01010004
E00050735,E01010034
E00050697,E01010022
E00050792,E01010041
E00050230,E01009936
E00050713,E01010025
E00050515,E01009988
E00050594,E01010003
E00050299,E01009939
E00050218,E01009925
E00050957,E01010082
E00050961,E01010084
E00168201,E01010065
E00050776,E01010045
E00050429,E01009968
E00050726,E01010027
E00050231,E01009936
E00050878,E01010058
E00050568,E01009994
E00050842,E01010049
E00050963,E01010083
E00050229,E01009935
E00051095,E01010107
E00051014,E01010090
E00050872,E01010059
E00050339,E01009950
E00168200,E01010065
E00050935,E01010073
E00050324,E01009948
E00050337,E01009950
E00050751,E01010031
E00050866,E01010054
E00168203,E01010065
E00050432,E01009971
E00050448,E01009969
E00050566,E01009994
E00051004,E01010085
E00051085,E01010105
E00050540,E01009992
E00050276,E01009942
E00050657,E01010015
E00050683,E01010020
E00050510,E01009986
E00050191,E01009922
E00050602,E01010005
E00050561,E01009995
E00168204,E01010065
E00050529,E01032887
E00050634,E01010011
E00051100,E01010105
E00050636,E01010012
E00050844,E01010056
E00050573,E01009998
E00050397,E01009961
E00050316,E01009947
E00050292,E01009939
E00050407,E01009964
E00050213,E01009924
E00050184,E01009928
E00050486,E01009983
E00050956,E01010081
E00050999,E01010088
E00050918,E01010069
E00050984,E01010080
E00050905,E01010067
E00050821,E01010051
E00050747,E01010031
E00051094,E01010106
E00051015,E01010092
E00050826,E01010052
E00050391,E01009966
E00050310,E01009946
E00050881,E01010065
E00052529,E01010400
E00050524,E01009989
E00050622,E01010010
E00050800,E01010042
E00050725,E01010024
E00050212,E01009924
E00050823,E01010051
E00050895,E01010063
E00050293,E01009937
E00050760,E01010029
E00051032,E01010089
E00050814,E01010046
E00050943,E01010074
E00050860,E01010056
E00052576,E01010404
E00052409,E01010372
E00052052,E01010294
E00052488,E01010385
E00052317,E01010355
E00052396,E01010369
E00052284,E01010347
E00052205,E01010332
E00051859,E01010266
E00050384,E01009952
E00050539,E01009992
E00050790,E01010041
E00050711,E01010027
E00168215,E01009931
E00050552,E01009993
E00050791,E01010041
E00168231,E01009973
E00050208,E01009923
E00050710,E01010028
E00050950,E01010070
E00050584,E01010000
E00050862,E01010055
E00050505,E01009988
E00050289,E01009938
E00050630,E01010012
E00051096,E01010107
E00051017,E01010091
E00050379,E01009957
E00050778,E01010040
E00050702,E01010026
E00050425,E01009975
E00050783,E01010038
E00050453,E01009970
E00050994,E01010082
E00050915,E01010066
E00050967,E01010084
E00050296,E01009937
E00050217,E01009927
E00050585,E01009999
E00050504,E01009979
E00051959,E01032888
E00050611,E01010006
E00050690,E01010016
E00051105,E01010107
E00050450,E01009973
E00168244,E01010375
E00050774,E01010044
E00052216,E01010326
E00052424,E01010377
E00051899,E01010272
E00052476,E01010389
E00051818,E01010249
E00052415,E01010382
E00051876,E01010262
E00052494,E01010399
E00052045,E01010300
E00051774,E01010246
E00168254,E01010406
E00051789,E01010243
E00052032,E01010299
E00052259,E01010341
E00051973,E01010288
E00051866,E01010260
E00051974,E01010289
E00051950,E01010282
E00051963,E01032889
E00052276,E01010346
E00052516,E01010398
E00052515,E01010393
E00052495,E01010398
E00051923,E01010269
E00051793,E01010241
E00168250,E01010241
E00052172,E01010322
E00052324,E01010358
E00168275,E01010388
E00052042,E01010300
E00051835,E01010256
E00052073,E01010303
E00052453,E01010390
E00051838,E01010255
E00051975,E01010289
E00052270,E01010354
E00052248,E01010337
E00052050,E01010294
E00051760,E01010243
E00052076,E01010301
E00052128,E01010311
E00051775,E01010247
E00168242,E01010368
E00052180,E01010327
E00052101,E01010314
E00052030,E01010298
E00052049,E01010291
E00052412,E01010382
E00052493,E01010388
E00052267,E01010353
E00052525,E01010397
E00052177,E01010322
E00052491,E01010386
E00052410,E01010370
E00052256,E01010343
E00051886,E01010275
E00052517,E01010398
E00051807,E01010251
E00052514,E01010393
E00051922,E01010268
E00051883,E01010262
E00051802,E01010249
E00052173,E01010323
E00052496,E01010399
E00052511,E01010394
E00052417,E01010378
E00052103,E01010314
E00052043,E01010291
E00052182,E01010329
E00052472,E01010391
E00051912,E01010267
E00051993,E01010286
E00052541,E01010405
E00052023,E01010297
E00052325,E01010359
E00051970,E01010287
E00052367,E01010367
E00052419,E01010383
E00052246,E01010335
E00052498,E01010400
E00052435,E01010376
E00052118,E01010312
E00052199,E01010332
E00052142,E01010325
E00052543,E01010402
E00051783,E01010242
E00052402,E01010371
E00052483,E01010392
E00052249,E01010340
E00051764,E01010244
E00051801,E01010253
E00052329,E01010359
E00052322,E01010356
E00052446,E01010380
E00052285,E01010350
E00052204,E01010332
E00051994,E01010287
E00051915,E01010267
E00052187,E01010329
E00052106,E01010313
E00052072,E01010301
E00051882,E01010264
E00051803,E01010251
E00051954,E01010277
E00052025,E01010297
E00052257,E01010343
E00051960,E01010277
E00052006,E01010293
E00052087,E01010305
E00052251,E01010340
E00051824,E01010254
E00052157,E01010317
E00052181,E01010330
E00052326,E01010355
E00052567,E01010404
E00052100,E01010314
E00051787,E01010242
E00052330,E01010359
E00052438,E01010379
E00052350,E01010364
E00052502,E01010394
E00052540,E01010402
E00052468,E01010388
E00051889,E01010272
E00168264,E01010406
E00051808,E01010253
E00052474,E01010391
E00051931,E01032889
E00052130,E01010311
E00051798,E01010245
E00051930,E01010282
E00052431,E01010378
E00051767,E01010245
E00051780,E01010248
E00052575,E01010401
E00052379,E01010372
E00052542,E01010403
E00052506,E01010395
E00051763,E01010246
E00051831,E01010256
E00052509,E01010396
E00051788,E01010243
E00052104,E01010314
E00052185,E01010327
E00052053,E01010303
E00052140,E01010320
E00168239,E01010373
E00052222,E01010340
E00052021,E01010297
E00052122,E01010309
E00052553,E01010405
E00052393,E01010368
E00052508,E01010396
E00168249,E01010306
E00052211,E01010334
E00052290,E01010347
E00168276,E01010308
E00052344,E01010362
E00052312,E01010360
E00052019,E01010297
E00052098,E01010313
E00051937,E01032888
E00052519,E01010399
E00051832,E01010257
E00052239,E01010335
E00052421,E01010377
E00168252,E01010309
E00052243,E01010339
E00052152,E01010325
E00052500,E01010393
E00052044,E01010292
E00052278,E01010345
E00052513,E01010396
E00051836,E01010255
E00051885,E01010265
E00051804,E01010257
E00052289,E01010349
E00052208,E01010334
E00051873,E01010261
E00052371,E01010361
E00052190,E01010329
E00052111,E01010316
E00052408,E01010371
E00052489,E01010385
E00052240,E01010339
E00052247,E01010337
E00052189,E01010330
E00052124,E01010312
E00051770,E01010246
E00052445,E01010380
E00051796,E01010244
E00051951,E01010282
E00051947,E01010283
E00051902,E01010273
E00052279,E01010345
E00052059,E01010307
E00052271,E01010351
E00051900,E01010273
E00052512,E01010394
E00052048,E01010292
E00051983,E01010284
E00052558,E01010407
E00051797,E01010246
E00051782,E01010242
E00051967,E01010285
E00051813,E01010252
E00051987,E01010284
E00051906,E01010274
E00052461,E01010386
E00168263,E01010357
E00051855,E01010258
E00052139,E01010319
E00051926,E01010269
E00051879,E01010262
E00168243,E01010369
E00051759,E01010242
E00052562,E01010407
E00051773,E01010247
E00051872,E01010261
E00052056,E01010306
E00052198,E01010331
E00052534,E01010409
E00051944,E01010282
E00052443,E01010380
E00052108,E01010315
E00052439,E01010381
E00052038,E01010300
E00051942,E01010283
E00052170,E01010323
E00051853,E01010263
E00052300,E01010352
E00052381,E01010374
E00051809,E01010250
E00051940,E01032889
E00052174,E01010324
E00052428,E01010378
E00052151,E01010317
E00052378,E01010372
E00051999,E01010289
E00051918,E01010268
E00052353,E01010366
E00052136,E01010321
E00052552,E01010405
E00052471,E01010387
E00052327,E01010356
E00052094,E01010302
E00052232,E01010344
E00051996,E01010286
E00051917,E01010268
E00052315,E01010356
E00051852,E01010265
E00052253,E01010343
E00052464,E01010387
E00052018,E01010297
E00052099,E01010313
E00052168,E01010322
E00052360,E01010367
E00052036,E01010293
E00051896,E01010271
E00052183,E01010327
E00052307,E01010352
E00052386,E01010374
E00052051,E01010294
E00051814,E01010251
E00051895,E01010272
E00052444,E01010380
E00052165,E01010321
E00051765,E01010245
E00052384,E01010374
E00052305,E01010351
E00052095,E01010308
E00052003,E01010296
E00052082,E01010305
E00052355,E01010364
E00052314,E01010357
E00052395,E01010369
E00051837,E01010255
E00052186,E01010326
E00052107,E01010314
E00052497,E01010395
E00052074,E01010304
E00051829,E01010254
E00052416,E01010378
E00052571,E01010401
E00051981,E01010290
E00052346,E01010362
E00052123,E01010311
E00051844,E01010263
E00051843,E01010265
E00052547,E01010402
E00052521,E01010399
E00052501,E01010395
E00052238,E01010339
E00052125,E01010312
E00052262,E01010338
E00052345,E01010364
E00051943,E01010283
E00051892,E01010274
E00051768,E01010245
E00052484,E01010392
E00052194,E01010328
E00052115,E01010316
E00052102,E01010315
E00051817,E01010249
E00051839,E01010250
E00051897,E01010272
E00052163,E01010319
E00052319,E01010358
E00051961,E01010277
E00052000,E01010289
E00052356,E01010366
E00052081,E01010302
E00052554,E01010406
E00052265,E01010350
E00052016,E01010295
E00051863,E01010258
E00052097,E01010310
E00168272,E01032888
E00052236,E01010344
E00052058,E01010307
E00052193,E01010328
E00052112,E01010316
E00052266,E01010348
E00051989,E01010284
E00051877,E01010261
E00051908,E01010274
E00052004,E01010296
E00052077,E01010302
E00052085,E01010305
E00052459,E01010386
E00168241,E01010373
E00052237,E01010338
E00052062,E01010307
E00051903,E01010273
E00052022,E01010296
E00052041,E01010291
E00051867,E01010258
E00052351,E01010364
E00051849,E01010260
E00051786,E01010243
E00052145,E01010324
E00051822,E01010254
E00168266,E01010306
E00051800,E01010244
E00051881,E01010264
E00052241,E01010338
E00052034,E01010298
E00052033,E01010299
E00052067,E01010301
E00052440,E01010379
E00051969,E01010288
E00052369,E01010361
E00052086,E01010306
E00052275,E01010347
E00052242,E01010335
E00168269,E01010306
E00052054,E01010304
E00051904,E01010274
E00052377,E01010372
E00051985,E01010290
E00052277,E01010346
E00052224,E01010336
E00052303,E01010353
E00052382,E01010374
E00052505,E01010395
E00051791,E01010243
E00052473,E01010390
E00052252,E01010341
E00052334,E01010359
E00052354,E01010366
E00052133,E01010311
E00051932,E01010279
E00052078,E01010304
E00051816,E01010251
E00052451,E01010384
E00052148,E01010317
E00052343,E01010363
E00052294,E01010349
E00052347,E01010363
E00052007,E01010292
E00052366,E01010361
E00168248,E01010241
E00052482,E01010392
E00051971,E01010287
E00052418,E01010383
E00052499,E01010396
E00052215,E01010327
E00052286,E01010347
E00052207,E01010333
E00051841,E01010252
E00052568,E01010409
E00052227,E01010344
E00052291,E01010348
E00052264,E01010347
E00052533,E01010408
E00052282,E01010345
E00052203,E01010331
E00052455,E01010386
E00052083,E01010305
E00052002,E01010288
E00052297,E01010352
E00052090,E01010308
E00049394,E01009759
E00049593,E01009799
E00049512,E01009784
E00049736,E01009834
E00049817,E01009849
E00049896,E01009861
E00049315,E01009745
E00050119,E01009910
E00049714,E01009829
E00049795,E01009843
